strain_id,contig,start,end,strand,gene,pct_coverage,pct_identity,database,accession,product,drug_class,on_plasmid,conjugative,is_upstream,is_downstream,is_flank_both,risk_level,risk_reason,raw_risk_level,curated_category,curation_reason,confidence,include_in_mobile_ARG_analysis,curated_risk_level
P_aeruginosa_PAO1,NC_002516.2,6207241,6208029,+,OXA-904,100.0,99.87,builtin,NG_068023.1,OXA-904 [Pseudomonas aeruginosa],beta-lactam,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
A_baumannii_ATCC17978,NC_009085.1,156999,157787,+,ANT(3'')-IIa,100.0,97.72,builtin,GG704579.1,ANT(3'')-IIa [Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
A_baumannii_ATCC17978,NC_009085.1,427913,429259,-,abeM,100.0,99.18,builtin,AB204810.2,abeM [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,469633,470733,-,LpsB,100.0,98.37,builtin,CP045110.1,LpsB [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,798900,799715,-,sul2,100.0,100.0,builtin,AY055428.1,sul2 [Vibrio cholerae],sulfonamide,False,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
A_baumannii_ATCC17978,NC_009085.1,1557234,1558523,-,Abau_AbaF,100.0,100.0,builtin,CP000521.1,Abau_AbaF [Acinetobacter baumannii ATCC 17978],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,1765468,1766292,-,OXA-259,100.0,100.0,builtin,KF305666.1,OXA-259 [Acinetobacter baumannii],beta-lactam,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
A_baumannii_ATCC17978,NC_009085.1,2036447,2039554,-,adeB,100.0,98.1,builtin,AF370885.1,adeB [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2040891,2041634,+,adeR,100.0,98.79,builtin,HM440348.1,adeR [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2041666,2042751,+,adeS,100.0,96.78,builtin,HM440348.1,adeS [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2292697,2293350,+,adeN,100.0,99.69,builtin,KF147862.1,adeN [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2398286,2399764,-,Abau_AmvA,100.0,97.5,builtin,FJ911554.1,Abau_AmvA [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2666703,2667716,-,adeL,100.0,99.31,builtin,KR297239.1,adeL [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2667932,2669152,+,adeG,100.0,95.09,builtin,CT025800.2,adeG [Acinetobacter baumannii AYE],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2669156,2672335,+,adeF,100.0,97.3,builtin,CT025801.2,adeF [Acinetobacter baumannii AYE],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2672345,2673796,+,adeH,100.0,99.24,builtin,CT025802.2,adeH [Acinetobacter baumannii AYE],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,2740797,2741948,+,ADC-66,100.0,99.39,builtin,NG_064719.1,ADC-66 [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,3171868,3173118,+,adeI,100.0,99.6,builtin,CP001182.2,adeI [Acinetobacter baumannii AB0057],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,3173131,3176307,+,adeJ,100.0,99.37,builtin,AY769962.1,adeJ [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
A_baumannii_ATCC17978,NC_009085.1,3176307,3177761,+,adeK,100.0,99.31,builtin,AY769962.1,adeK [Acinetobacter baumannii],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,2145862,2146902,+,APH(9)-Ic,100.0,98.94,builtin,ON693243.1,APH(9)-Ic [Stenotrophomonas maltophilia],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_maltophilia_K279a,NC_010943.1,3672411,3672872,-,AAC(6')-Iz,100.0,98.7,builtin,AF140221.1,AAC(6')-Iz [Stenotrophomonas maltophilia],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_maltophilia_K279a,NC_010943.1,4175834,4178956,-,smeE,100.0,96.45,builtin,AJ252200.1,smeE [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4178969,4180153,-,smeD,100.0,95.53,builtin,AJ252200.1,smeD [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4590641,4592056,-,smeC,100.0,98.16,builtin,AF173226.1,smeC [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4592053,4595202,-,smeB,100.0,99.17,builtin,AF173226.1,smeB [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4595215,4596411,-,smeA,100.0,98.41,builtin,AF173226.1,smeA [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4596530,4597933,+,smeS,100.0,99.57,builtin,AF173226.1,smeS [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_maltophilia_K279a,NC_010943.1,4597930,4598619,+,smeR,100.0,98.84,builtin,AF173226.1,smeR [Stenotrophomonas maltophilia],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_jejuni_NCTC11168,NC_002163.1,273321,274094,+,OXA-193,100.0,100.0,builtin,NG_049489.1,OXA-193 [Campylobacter],beta-lactam,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
C_jejuni_NCTC11168,NC_002163.1,331125,332603,-,cmeC,100.0,98.92,builtin,AB894099.1,cmeC [Campylobacter jejuni subsp. jejuni],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_jejuni_NCTC11168,NC_002163.1,332596,335718,-,cmeB,100.0,96.25,builtin,CP000768.1,cmeB [Campylobacter jejuni subsp. doylei 269.97],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_jejuni_NCTC11168,NC_002163.1,335718,336821,-,cmeA,100.0,95.11,builtin,CP000768.1,cmeA [Campylobacter jejuni subsp. doylei 269.97],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_jejuni_NCTC11168,NC_002163.1,336916,337548,-,cmeR,100.0,100.0,builtin,AL111168.1,cmeR [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
H_pylori_26695,NC_000915.1,1249488,1250819,+,hp1181,100.0,100.0,builtin,AE000511.1,hp1181 [Helicobacter pylori 26695],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
B_fragilis_NCTC9343,NC_003228.3,1461124,1462026,-,CepA-29,100.0,99.67,builtin,NG_050385.1,CepA-29 [Bacteroides fragilis],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
V_cholerae_N16961,NC_002505.1,1674273,1675445,+,Vcho_varG,100.0,100.0,builtin,AE003852.1,Vcho_varG [Vibrio cholerae O1 biovar El Tor str. N16961],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
V_cholerae_N16961,NC_002505.1,1687438,1688259,-,almG,100.0,100.0,builtin,AE003852.1,almG [Vibrio cholerae O1 biovar El Tor str. N16961],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
V_cholerae_N16961,NC_002505.1,1688261,1688497,-,almF,100.0,99.58,builtin,LOSL02000001.1,almF [Vibrio cholerae],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
V_cholerae_N16961,NC_002505.1,1688481,1690151,-,almE,100.0,98.56,builtin,JAKJWK010000010.1,almE [Vibrio cholerae],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
V_cholerae_N16961,NC_002506.1,315311,315940,+,catB9,100.0,100.0,builtin,AF462019.1,catB9 [Vibrio cholerae],phenicol,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
